No,英語,日本語,単元
1310,stupid,ばかな
1311,fool,愚か者
1312,evil,害悪
1313,vice,悪(徳)
1314,moral,道徳規範
1315,ethic,道徳
1316,stock,株式
1317,reserve,蓄え
1318,exist,存在する
1319,fashion,流行
1320,boom,大流行
1321,management,経営(者)
1322,boss,社長
1323,executive,(経営)幹部
1324,president,社長
1325,hobby,趣味
1326,justice,正義
1327,court,法廷
1328,trial,裁判
1329,prison,刑務所
1330,psychologist,心理学者
1331,philosopher,哲学者
1332,influence,に影響を及ぼす
1333,peer,同僚
1334,pressure,圧力
1335,suppress,を鎮圧する
1336,depress,を落胆させる
1337,recession,不況
1338,participant,参加者
1339,correct,正しい
1340,revise,を変更する
1341,editor,編集者
1342,task,課題
1343,duty,任務
1344,assignment,任務
1345,challenge,挑戦
1346,obligation,義務
1347,match,と調和する
1348,suppose,と考える
1349,wild,荒野
1350,wildlife,野生生物
1351,survival,生き残ること
1352,flee,逃げる
1353,confront,に立ち向かう
1354,sight,見ること
1355,insight,洞察(力)
1356,differently,異なって
1357,otherwise,別なふうに
1358,gene,遺伝子
1359,inherent,固有の
1360,descend,由来する
1361,offspring,子(孫)
1362,directly,直接に
1363,copy,模倣する
1364,pattern,様式
1365,model,模型
1366,root,定着して
1367,trunk,幹
1368,wood,木材
1369,timber,材木
1370,log,丸太
1371,local,地元の
1372,native,出生地の
1373,comedy,喜劇
1374,tragedy,悲劇
1375,drama,ドラマ
1376,theater,劇場
1377,insert,を挿入する
1378,penetrate,通る
1379,laugh,笑う
1380,moment,時
1381,encourage,を(...するように)促す
1382,courage,勇気
1383,brave,勇敢な
1384,bold,大胆な
1385,cheer,を励ます
1386,audience,視聴者
1387,guest,招待客
1388,passenger,乗客
1389,client,依頼人
1390,pop,飛び出る
1391,chip,薄切り
1392,sort,種類
1393,species,種(類)
1394,detail,細部
1395,collect,を集める
1396,gather,集まる[集める]
1397,assemble,集まる
1398,session,集まり
1399,conference,会議
1400,habit,習慣
1401,addiction,中毒
1402,habitat,(動物の)生息地
1403,resident,住民
1404,whereas,(その)一方で
1405,sacred,神聖な
1406,ideal,理想的な
1407,romantic,空想的な
1408,fit,合う
1409,swallow,飲み込む
1410,pound,ポンド
1411,pond,池
1412,business,商売
1413,prize,賞(品)
1414,reward,報酬
1415,award,賞(金)
1416,favorite,お気に入りの(もの)
1417,beg,懇願する
1418,brush,ブラシ
1419,polish,を磨く
1420,shine,を磨く
1421,apply,を塗る
1422,affect,に影響する
1423,medical,医学の
1424,clinical,臨床の
1425,clone,を作る
1426,relate,を関連づける
1427,grandparent,祖父[母]
1428,cousin,いとこ
1429,twin,双子の一方
1430,relevant,関連がある
1431,ordinary,普通の
1432,odd,奇妙な
1433,opponent,反対者
1434,object,反対する
1435,insist,主張する
1436,assert,を断言[主張]する
1437,destroy,を破壊する
1438,ruin,を破滅させる
1439,spoil,を台なしにする
1440,extinct,絶滅した
1441,tear,を裂く
1442,stage,段階
1443,reliable,信頼できる
1444,low,低い
1445,fear,恐れる
1446,frighten,を怖がらせる
1447,scare,をおびえさせる
1448,attempt,試み
1449,superior,優れた
1450,inferior,劣った
1451,fever,熱
1452,headache,頭痛(の種)
1453,stroke,(脳)卒中
1454,flu,インフルエンザ
1455,obesity,(病的)肥満
1456,overweight,太りすぎの
1457,fat,太っている
1458,lean,やせた
1459,thin,薄い
1460,thick,(分)厚い
1461,support,を支持する
1462,argue,主張する
1463,patient,患者
1464,reject,を拒絶する
1465,practically,ほとんど
1466,receive,を受け取る
1467,inherit,受け継ぐ
1468,ban,を禁止する
1469,limit,を制限する
1470,confine,を制限する
1471,restrict,を制限する
1472,promote,を促進する
1473,boost,を高める(こと)
1474,foster,を促進する
1475,maintain,を主張する
1476,retain,を保つ
1477,sustain,を持続させる
1478,freedom,自由
1479,liberty,自由
1480,generous,寛大な
1481,seek,を探し求める
1482,consult,を調べる
1483,unless,...でない限り
1484,harmful,害のある
1485,issue,問題(点)
1486,article,記事
1487,item,１項目
1488,organization,組織(化)
1489,preparation,準備
1490,arrangement,手配
1491,smart,頭のよい
1492,wise,賢い
1493,crop,作物
1494,harvest,収穫(物；期)
1495,grain,穀物
1496,wheat,小麦
1497,provide,を提供する
1498,supply,供給(量)
1499,equipment,装備
1500,serious,重大な
1501,grave,重大な
1502,disease,病気
1503,cancer,がん
1504,policy,政策
1505,age,年齢
1506,era,時代
1507,diet,食事
1508,parliament,議会
1509,shape,状態
1510,global,世界的な
1511,worldwide,世界的な
1512,nutrition,栄養(物；摂取)
1513,protein,タンパク質
1514,fundamental,基本的な
1515,radical,根本的な
1516,access,利用権
1517,case,症例
1518,deal,程度
1519,negotiate,交渉する
1520,cope,うまく処理する
1521,bear,に耐える
1522,endure,に耐える
1523,compromise,妥協(する)
1524,handful,１つかみの量の...
1525,nobody,誰も...ない
1526,impact,影響
1527,iron,鉄
1528,bit,少し
1529,tiny,とても小さい
1530,somewhat,いくぶん
1531,meal,食事
1532,consume,を消費する
1533,somebody,誰か
1534,benefit,恩恵
1535,well-being,福利
1536,welfare,福祉(事業)
1537,intense,強烈な
1538,assistant,助手
1539,aid,支援
1540,professor,教授
1541,specialist,専門家
1542,marketing,マーケティング
1543,finding,発見(物)
1544,colleague,同僚
1545,fellow,仲間
1546,enemy,敵(軍)
1547,guy,やつ
1548,flood,あふれる
1549,pour,を注ぐ
1550,flow,流れる
1551,slide,すべる(こと)
1552,stream,小川
1553,canal,運河
1554,glacier,氷河
1555,fountain,噴水
1556,piece,１つの...
1557,portion,部分
1558,manufacturer,製造業者[メーカー]
1559,company,会社
1560,mate,仲間
1561,accompany,に同行する
1562,enterprise,企業
1563,brand,ブランド
1564,emerge,明らかになる
1565,knowledge,知識
1566,examine,を調べる
1567,scan,細かく調べる
1568,despite,にもかかわらず
1569,importance,重要性
1570,significance,意義
1571,quality,質
1572,title,肩書
1573,lesson,教訓
1574,lecture,講義
1575,essay,レポート
1576,preserve,を維持する
1577,conservation,(資源)保護
1578,according,一致して
1579,committee,委員会
1580,average,平均
1581,maximum,最大限(の)
1582,minimum,最低限(の)
1583,daily,日常(の)
1584,annual,年１回の
1585,last,最後の
1586,persist,いつまでも続く
1587,steady,一定の
1588,stable,安定した
1589,decline,減少
1590,option,選択肢
1591,adopt,を採用する
1592,kid,子供
1593,kindergarten,幼稚園
1594,schedule,スケジュール
1595,routine,日課
1596,scheme,計画
1597,teenager,１０代の若者
1598,single,まさに
1599,sole,唯一の
1600,mere,単なる
1601,factor,要因
1602,element,要素
1603,predict,を予言[予測]する
1604,forecast,(天気)を予報する
1605,achievement,学業(成績)
1606,accomplish,を成し遂げる
1607,attain,を成し遂げる
1608,score,得点
1609,far,大いに
1610,worship,礼拝する
1611,art,芸術(作品)
1612,nearly,ほとんど
1613,adolescent,青年
1614,cite,を引用する
1615,quote,を引用する
1616,poll,世論調査
1617,pole,棒
1618,rate,を評価する
1619,pace,歩調
1620,enough,十分な
1621,wonder,不思議
1622,miracle,奇跡
1623,wander,歩き回る
1624,distant,遠い
1625,remote,遠く離れた
1626,middle,中央(の)
1627,vast,膨大な
1628,travel,旅行する
1629,journey,旅行
1630,tour,(観光)旅行
1631,voyage,船旅(をする)
1632,migration,移住
1633,immigration,移住
1634,resort,行楽地
1635,mile,マイル
1636,acre,エーカー
1637,yard,ヤード
1638,inch,インチ
1639,road,道路
1640,route,道(筋)
1641,highway,幹線道路
1642,avenue,街路
1643,path,小道
1644,sidewalk,歩道
1645,cross,横切る
1646,reach,に着く
1647,extensive,広範囲の
1648,stretch,を(引き)伸ばす
1649,weight,重量
1650,measure,測る
1651,greenhouse,温室
1652,gas,ガス
1653,hybrid,混成の
1654,pump,を排出する
1655,atmosphere,大気
1656,hemisphere,半球
1657,fuel,燃料
1658,coal,石炭
1659,fossil,化石(の)
1660,acid,酸
1661,carbon,炭素
1662,emission,放出(量)
1663,trash,ゴミ
1664,garbage,ゴミ
1665,waste,浪費
1666,illustrate,を説明する
1667,protest,抗議
1668,inspire,を鼓舞する
1669,stimulate,を刺激する
1670,excite,を興奮させる
1671,prompt,を刺激する
1672,motivate,(人)に動機を与える
1673,incentive,誘因
1674,flash,(機知などの)ひらめき
1675,panic,大混乱
1676,per,～につき
1677,cent,(単位としての)100
1678,shelf,棚
1679,furniture,家具
1680,empty,空になる
1681,blank,空(白)の
1682,estimate,を見積もる
1683,assess,を評価[判断]する
1684,account,占める
1685,constitute,を構成する
1686,trade,貿易
1687,exchange,を交換する
1688,merchant,商人
1689,population,人口
1690,climate,気候
1691,tropical,熱帯の
1692,quarter,4分の1
1693,import,を輸入する
1694,export,を輸出する
1695,port,港(町)
1696,transport,を輸送する
1697,vehicle,乗り物
1698,calorie,カロリー
1699,west,西(部)(の)
1700,east,東(部)(の)
1701,continent,大陸
1702,cave,洞くつ
1703,peak,峰
1704,valley,谷(間)
1705,demonstrate,を証明する
1706,confirm,を立証する
1707,severe,過酷な
1708,tight,厳しい
1709,firm,断固とした
1710,bitter,痛烈な
1711,strict,厳格な
1712,tough,困難な
1713,freeze,凍る
1714,air,空気
1715,broadcast,放送(番組)
1716,experiment,実験(する)
1717,expect,を予期する
1718,sudden,突然の
1719,anticipate,を予想する
1720,contrary,反対の
1721,actually,実は
1722,mystery,不思議
1723,solve,を解決する
1724,phenomenon,現象
1725,observe,を観察する
1726,attention,注目
1727,alert,油断のない
1728,awake,目覚めて
1729,asleep,眠って
1730,instruct,に指示する
1731,allow,Aが...するのに任せる
1732,surprise,驚き
1733,alarm,恐れ
1734,amaze,をとても驚かせる
1735,astonish,を(ひどく)驚かせる
1736,startle,をびっくりさせる
1737,mistake,を間違える
1738,fault,誤り
1739,error,誤り
1740,convince,(人)を確信[納得]させる
1741,accidental,偶然の
1742,traffic,交通(量)
1743,disaster,(大)災害
1744,insurance,保険
1745,theory,理論
1746,academy,高等教育機関
1747,fill,を満たす
1748,occupy,を占める
1749,normal,標準の
1750,standard,標準の
1751,refrigerator,冷蔵庫
1752,notice,に気づく
1753,overlook,を見落とす
1754,neither,どちらも...(し)ない人[物]
1755,nor,Sもまた...ない
1756,occur,起こる
1757,incident,出来事
1758,strike,の心に浮かぶ
1759,several,いくつかの
1760,multiple,多様な
1761,fairly,かなり
1762,steam,蒸気
1763,disappear,消える
1764,fade,(色などが)あせる
1765,vanish,(突然)消える
1766,volume,量
1767,conduct,を行う
1768,attribute,を(～に)帰する
1769,feature,特徴
1770,trait,特色
1771,hydrogen,水素
1772,oxygen,酸素
1773,molecule,分子
1774,atom,原子
1775,particle,微粒子
1776,fragment,破片
1777,result,終わる
1778,contain,を含む
1779,accommodate,を収容する
1780,condition,条件
1781,none,どれも[誰も]...ない
1782,universal,普遍的な
1783,confuse,を当惑させる
1784,dedicate,をささげる
1785,grade,学年
1786,graduate,卒業する
1787,undergraduate,大学生
1788,paragraph,段落
1789,type,タイプ
1790,comprehend,を理解する
1791,grasp,を把握する
1792,absorb,を理解する
1793,elaborate,詳しく述べる
1794,material,資料
1795,component,(構成)要素
1796,ingredient,材料
1797,raw,生の
1798,rubber,ゴム
1799,plastic,プラスチック(の)
1800,discourage,を落胆させる
1801,disappoint,を失望させる
1802,tempt,(人)を誘惑する
1803,foundation,基礎
1804,establish,を設立する
1805,chore,退屈な仕事
1806,household,家(事)の
1807,lifetime,一生
1808,lifestyle,ライフスタイル
1809,visual,視覚の
1810,visible,(目に)見える
1811,vision,視力
1812,prior,前の
1813,previous,前の
1814,former,前(者)の
1815,latter,後者の
1816,enhance,を高める
1817,focus,を集中させる
1818,distinguish,区別する
1819,contrast,を対比する
1820,track,を追う
1821,trail,を追跡する
1822,overall,全体の
1823,trouble,困ること
1824,bother,悩む[ます]
1825,phrase,句
1826,proverb,ことわざ
1827,sentence,文
1828,usage,語法
1829,ahead,前方へ[に]
1830,forth,前へ
1831,aloud,声に出して
1832,fix,を修理する
1833,repair,を修理[修復]する
1834,virtually,ほとんど
1835,engineering,工学(技術)
1836,mechanic,機械工
1837,machinery,機械(装置)
1838,figure,と思う
1839,chart,図(表)
1840,square,正方形
1841,circle,円
1842,column,円柱
1843,operate,を操作する
1844,anxious,心配して
1845,intelligent,知能の高い
1846,sharp,利口な
1847,profound,(学識が)深遠な
1848,shallow,浅はかな
1849,scream,金切り声を出す
1850,situation,状況
1851,context,背景
1852,explain,説明する
1853,justify,を弁明する
1854,recognition,認識
1855,acknowledge,を認める
1856,cognitive,認識[認知]の
1857,interpretation,解釈
1858,technology,科学技術
1859,brain,脳
1860,mood,気分
1861,tone,口調
1862,emotion,感情
1863,enthusiasm,熱中
1864,passion,情熱
1865,adapt,適応する
1866,adjust,を適合させる
1867,modify,を修正する
1868,convert,を変える
1869,transform,を変化[変形]させる
1870,advantage,利点
1871,merit,長所
1872,virtue,長所
1873,privilege,特権(階級)
1874,web,ウェブ
1875,network,ネットワーク
1876,online,オンラインの[で]
1877,search,捜す
1878,generate,を生み出す
1879,character,(登場)人物
1880,design,を設計する
1881,analyze,を分析する
1882,review,を批評する
1883,background,経歴
1884,explore,探求する
1885,representation,表現[描写]
1886,agent,代行業者
1887,perfect,完全な
1888,abstract,抽象的な
1889,concrete,コンクリート
1890,angle,観点
1891,dot,点
1892,slope,坂
1893,senior,上位の
1894,broad,広範囲に及ぶ
1895,tackle,に取り組む
1896,struggle,苦闘する
1897,strive,努力する
1898,effort,努力
1899,degree,学位
1900,scale,段階
1901,neglect,軽視
1902,link,関連(性)
1903,connect,をつなぐ[関連づける]
1904,attach,を(貼り)つける
1905,hang,(服など)をつるす
1906,brief,短時間の
1907,heal,を治す[癒やす]
1908,recover,回復する
1909,rarely,めったに...(し)ない
1910,seldom,めったに...(し)ない
1911,scarce,不足して
1912,hardly,ほとんど...ない
1913,barely,かろうじて(...する)
1914,desperate,絶望的な
1915,outcome,結果
1916,outline,概略
1917,output,出力
1918,ignore,を無視する
1919,faith,信頼
1920,trust,信頼
1921,confidence,自信
1922,shy,内気な
1923,modern,現代の
1924,civil,文明化された
1925,primitive,原始的な
1926,old-fashioned,時代[流行]遅れの
1927,potential,潜在的な
1928,strength,強さ
1929,reinforce,を強化する
1930,elderly,年配の
1931,record,を記録する
1932,document,を記録する
1933,register,を記録する
1934,file,ファイル
1935,community,地域社会[共同体]
1936,colony,群棲[群生]
1937,epidemic,伝染病
1938,altogether,完全に
1939,cast,を投げ(かけ)る
1940,shed,(光など)を当てる
